// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.02 sec)   *****
// Found 3 benchmarks:
//   MyBenchmark.UseEntity: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   MyBenchmark.UseEntityBufferedMessageFor: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   MyBenchmark.UseEntityBufferedMessageForeach: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual   6: 4194304 op, 739529900.00 ns, 176.3177 ns/op
WorkloadActual   7: 4194304 op, 750146300.00 ns, 178.8488 ns/op
WorkloadActual   8: 4194304 op, 762028100.00 ns, 181.6817 ns/op
WorkloadActual   9: 4194304 op, 745193400.00 ns, 177.6680 ns/op
WorkloadActual  10: 4194304 op, 757230700.00 ns, 180.5379 ns/op
WorkloadActual  11: 4194304 op, 749677700.00 ns, 178.7371 ns/op
WorkloadActual  12: 4194304 op, 739813700.00 ns, 176.3853 ns/op
WorkloadActual  13: 4194304 op, 750181000.00 ns, 178.8571 ns/op
WorkloadActual  14: 4194304 op, 791999100.00 ns, 188.8273 ns/op
WorkloadActual  15: 4194304 op, 762258800.00 ns, 181.7367 ns/op

WorkloadResult   1: 4194304 op, 736113000.00 ns, 175.5030 ns/op
WorkloadResult   2: 4194304 op, 759858600.00 ns, 181.1644 ns/op
WorkloadResult   3: 4194304 op, 719705700.00 ns, 171.5912 ns/op
WorkloadResult   4: 4194304 op, 754196900.00 ns, 179.8146 ns/op
WorkloadResult   5: 4194304 op, 724510700.00 ns, 172.7368 ns/op
WorkloadResult   6: 4194304 op, 735127100.00 ns, 175.2680 ns/op
WorkloadResult   7: 4194304 op, 747008900.00 ns, 178.1008 ns/op
WorkloadResult   8: 4194304 op, 730174200.00 ns, 174.0871 ns/op
WorkloadResult   9: 4194304 op, 742211500.00 ns, 176.9570 ns/op
WorkloadResult  10: 4194304 op, 734658500.00 ns, 175.1562 ns/op
WorkloadResult  11: 4194304 op, 724794500.00 ns, 172.8045 ns/op
WorkloadResult  12: 4194304 op, 735161800.00 ns, 175.2762 ns/op
WorkloadResult  13: 4194304 op, 776979900.00 ns, 185.2464 ns/op
WorkloadResult  14: 4194304 op, 747239600.00 ns, 178.1558 ns/op
// GC:  0 0 0 1072 4194304
// Threading:  0 0 4194304

// Launch: 2 / 2

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.5 (7.0.523.17405), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 1800.00 ns, 1.8000 us/op
WorkloadJitting  1: 1 op, 3300.00 ns, 3.3000 us/op

OverheadJitting  2: 16 op, 800.00 ns, 50.0000 ns/op
WorkloadJitting  2: 16 op, 5700.00 ns, 356.2500 ns/op

WorkloadPilot    1: 16 op, 5300.00 ns, 331.2500 ns/op
WorkloadPilot    2: 32 op, 8300.00 ns, 259.3750 ns/op
WorkloadPilot    3: 64 op, 14700.00 ns, 229.6875 ns/op
WorkloadPilot    4: 128 op, 27300.00 ns, 213.2812 ns/op
WorkloadPilot    5: 256 op, 52500.00 ns, 205.0781 ns/op
WorkloadPilot    6: 512 op, 103900.00 ns, 202.9297 ns/op
WorkloadPilot    7: 1024 op, 205500.00 ns, 200.6836 ns/op
WorkloadPilot    8: 2048 op, 409800.00 ns, 200.0977 ns/op
WorkloadPilot    9: 4096 op, 816800.00 ns, 199.4141 ns/op
WorkloadPilot   10: 8192 op, 1574900.00 ns, 192.2485 ns/op
WorkloadPilot   11: 16384 op, 3163200.00 ns, 193.0664 ns/op
WorkloadPilot   12: 32768 op, 6291000.00 ns, 191.9861 ns/op
WorkloadPilot   13: 65536 op, 12889500.00 ns, 196.6782 ns/op
WorkloadPilot   14: 131072 op, 25855300.00 ns, 197.2603 ns/op
WorkloadPilot   15: 262144 op, 56604000.00 ns, 215.9271 ns/op
WorkloadPilot   16: 524288 op, 109054000.00 ns, 208.0040 ns/op
WorkloadPilot   17: 1048576 op, 203111200.00 ns, 193.7019 ns/op
WorkloadPilot   18: 2097152 op, 354834700.00 ns, 169.1984 ns/op
WorkloadPilot   19: 4194304 op, 747644600.00 ns, 178.2524 ns/op

OverheadWarmup   1: 4194304 op, 13823400.00 ns, 3.2958 ns/op
OverheadWarmup   2: 4194304 op, 14271600.00 ns, 3.4026 ns/op
OverheadWarmup   3: 4194304 op, 14443500.00 ns, 3.4436 ns/op
OverheadWarmup   4: 4194304 op, 14510800.00 ns, 3.4596 ns/op
OverheadWarmup   5: 4194304 op, 14636900.00 ns, 3.4897 ns/op
OverheadWarmup   6: 4194304 op, 14169900.00 ns, 3.3784 ns/op
OverheadWarmup   7: 4194304 op, 14214200.00 ns, 3.3889 ns/op
OverheadWarmup   8: 4194304 op, 14362900.00 ns, 3.4244 ns/op
OverheadWarmup   9: 4194304 op, 14218200.00 ns, 3.3899 ns/op

OverheadActual   1: 4194304 op, 14218700.00 ns, 3.3900 ns/op
OverheadActual   2: 4194304 op, 14594100.00 ns, 3.4795 ns/op
OverheadActual   3: 4194304 op, 15221300.00 ns, 3.6290 ns/op
OverheadActual   4: 4194304 op, 14639800.00 ns, 3.4904 ns/op
OverheadActual   5: 4194304 op, 14705100.00 ns, 3.5060 ns/op
OverheadActual   6: 4194304 op, 14784900.00 ns, 3.5250 ns/op
OverheadActual   7: 4194304 op, 14610600.00 ns, 3.4834 ns/op
OverheadActual   8: 4194304 op, 14638200.00 ns, 3.4900 ns/op
OverheadActual   9: 4194304 op, 15097300.00 ns, 3.5995 ns/op
OverheadActual  10: 4194304 op, 15136900.00 ns, 3.6089 ns/op
OverheadActual  11: 4194304 op, 15248900.00 ns, 3.6356 ns/op
OverheadActual  12: 4194304 op, 15676500.00 ns, 3.7376 ns/op
OverheadActual  13: 4194304 op, 15862000.00 ns, 3.7818 ns/op
OverheadActual  14: 4194304 op, 15319000.00 ns, 3.6523 ns/op
OverheadActual  15: 4194304 op, 15180200.00 ns, 3.6192 ns/op

WorkloadWarmup   1: 4194304 op, 790645200.00 ns, 188.5045 ns/op
WorkloadWarmup   2: 4194304 op, 755768100.00 ns, 180.1892 ns/op
WorkloadWarmup   3: 4194304 op, 794457300.00 ns, 189.4134 ns/op
WorkloadWarmup   4: 4194304 op, 822542100.00 ns, 196.1093 ns/op
WorkloadWarmup   5: 4194304 op, 755821900.00 ns, 180.2020 ns/op
WorkloadWarmup   6: 4194304 op, 840415700.00 ns, 200.3707 ns/op
WorkloadWarmup   7: 4194304 op, 853942300.00 ns, 203.5957 ns/op
WorkloadWarmup   8: 4194304 op, 783773900.00 ns, 186.8663 ns/op
WorkloadWarmup   9: 4194304 op, 787200900.00 ns, 187.6833 ns/op
WorkloadWarmup  10: 4194304 op, 751890700.00 ns, 179.2647 ns/op

WorkloadActual   1: 4194304 op, 760188200.00 ns, 181.2430 ns/op
WorkloadActual   2: 4194304 op, 827223500.00 ns, 197.2255 ns/op
WorkloadActual   3: 4194304 op, 784784400.00 ns, 187.1072 ns/op
WorkloadActual   4: 4194304 op, 764589800.00 ns, 182.2924 ns/op
WorkloadActual   5: 4194304 op, 740160300.00 ns, 176.4680 ns/op
WorkloadActual   6: 4194304 op, 727695600.00 ns, 173.4962 ns/op
WorkloadActual   7: 4194304 op, 785511900.00 ns, 187.2806 ns/op
WorkloadActual   8: 4194304 op, 748550000.00 ns, 178.4682 ns/op
WorkloadActual   9: 4194304 op, 737993500.00 ns, 175.9514 ns/op
WorkloadActual  10: 4194304 op, 773589300.00 ns, 184.4381 ns/op
WorkloadActual  11: 4194304 op, 787567900.00 ns, 187.7708 ns/op
WorkloadActual  12: 4194304 op, 779808100.00 ns, 185.9207 ns/op
WorkloadActual  13: 4194304 op, 759826100.00 ns, 181.1567 ns/op
WorkloadActual  14: 4194304 op, 746087800.00 ns, 177.8812 ns/op
WorkloadActual  15: 4194304 op, 777821900.00 ns, 185.4472 ns/op

WorkloadResult   1: 4194304 op, 745090900.00 ns, 177.6435 ns/op
WorkloadResult   2: 4194304 op, 812126200.00 ns, 193.6260 ns/op
WorkloadResult   3: 4194304 op, 769687100.00 ns, 183.5077 ns/op
WorkloadResult   4: 4194304 op, 749492500.00 ns, 178.6929 ns/op
WorkloadResult   5: 4194304 op, 725063000.00 ns, 172.8685 ns/op
WorkloadResult   6: 4194304 op, 712598300.00 ns, 169.8967 ns/op
WorkloadResult   7: 4194304 op, 770414600.00 ns, 183.6812 ns/op
WorkloadResult   8: 4194304 op, 733452700.00 ns, 174.8688 ns/op
WorkloadResult   9: 4194304 op, 722896200.00 ns, 172.3519 ns/op
WorkloadResult  10: 4194304 op, 758492000.00 ns, 180.8386 ns/op
WorkloadResult  11: 4194304 op, 772470600.00 ns, 184.1713 ns/op
WorkloadResult  12: 4194304 op, 764710800.00 ns, 182.3213 ns/op
WorkloadResult  13: 4194304 op, 744728800.00 ns, 177.5572 ns/op
WorkloadResult  14: 4194304 op, 730990500.00 ns, 174.2817 ns/op
WorkloadResult  15: 4194304 op, 762724600.00 ns, 181.8477 ns/op
// GC:  0 0 0 1024 4194304
// Threading:  0 0 4194304


Mean = 177.932 ns, StdErr = 0.956 ns (0.54%), N = 29, StdDev = 5.147 ns
Min = 169.897 ns, Q1 = 174.282 ns, Median = 177.557 ns, Q3 = 181.164 ns, Max = 193.626 ns
IQR = 6.883 ns, LowerFence = 163.958 ns, UpperFence = 191.488 ns
ConfidenceInterval = [174.420 ns; 181.443 ns] (CI 99.9%), Margin = 3.512 ns (1.97% of Mean)
Skewness = 0.89, Kurtosis = 3.8, MValue = 2

// ** Remained 2 (66.7%) benchmark(s) to run. Estimated finish 2023-09-08 14:30 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: MyBenchmark.UseEntityBufferedMessageFor: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
// *** Execute ***
// Launch: 1 / 2

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.5 (7.0.523.17405), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 1600.00 ns, 1.6000 us/op
WorkloadJitting  1: 1 op, 10257600.00 ns, 10.2576 ms/op

OverheadJitting  2: 16 op, 600.00 ns, 37.5000 ns/op
WorkloadJitting  2: 16 op, 115800.00 ns, 7.2375 us/op

WorkloadPilot    1: 16 op, 109100.00 ns, 6.8187 us/op
WorkloadPilot    2: 32 op, 200600.00 ns, 6.2687 us/op
WorkloadPilot    3: 64 op, 374500.00 ns, 5.8516 us/op
WorkloadPilot    4: 128 op, 730200.00 ns, 5.7047 us/op
WorkloadPilot    5: 256 op, 1463700.00 ns, 5.7176 us/op
WorkloadPilot    6: 512 op, 2898000.00 ns, 5.6602 us/op
WorkloadPilot    7: 1024 op, 5516600.00 ns, 5.3873 us/op
WorkloadPilot    8: 2048 op, 10790700.00 ns, 5.2689 us/op
WorkloadPilot    9: 4096 op, 22339000.00 ns, 5.4539 us/op
WorkloadPilot   10: 8192 op, 44252600.00 ns, 5.4019 us/op
WorkloadPilot   11: 16384 op, 77385300.00 ns, 4.7232 us/op
WorkloadPilot   12: 32768 op, 48065500.00 ns, 1.4668 us/op
WorkloadPilot   13: 65536 op, 82611700.00 ns, 1.2606 us/op
WorkloadPilot   14: 131072 op, 161543700.00 ns, 1.2325 us/op
WorkloadPilot   15: 262144 op, 346398700.00 ns, 1.3214 us/op
WorkloadPilot   16: 524288 op, 621856500.00 ns, 1.1861 us/op

OverheadWarmup   1: 524288 op, 1953100.00 ns, 3.7252 ns/op
OverheadWarmup   2: 524288 op, 1949800.00 ns, 3.7189 ns/op
OverheadWarmup   3: 524288 op, 1960100.00 ns, 3.7386 ns/op
OverheadWarmup   4: 524288 op, 2018700.00 ns, 3.8504 ns/op
OverheadWarmup   5: 524288 op, 1986100.00 ns, 3.7882 ns/op
OverheadWarmup   6: 524288 op, 1977400.00 ns, 3.7716 ns/op
OverheadWarmup   7: 524288 op, 2022800.00 ns, 3.8582 ns/op
OverheadWarmup   8: 524288 op, 1957500.00 ns, 3.7336 ns/op

OverheadActual   1: 524288 op, 1968500.00 ns, 3.7546 ns/op
OverheadActual   2: 524288 op, 2045600.00 ns, 3.9017 ns/op
OverheadActual   3: 524288 op, 1885100.00 ns, 3.5955 ns/op
OverheadActual   4: 524288 op, 1899400.00 ns, 3.6228 ns/op
OverheadActual   5: 524288 op, 1884900.00 ns, 3.5952 ns/op
OverheadActual   6: 524288 op, 1928500.00 ns, 3.6783 ns/op
OverheadActual   7: 524288 op, 1898500.00 ns, 3.6211 ns/op
OverheadActual   8: 524288 op, 1887400.00 ns, 3.5999 ns/op
OverheadActual   9: 524288 op, 1974800.00 ns, 3.7666 ns/op
OverheadActual  10: 524288 op, 1884900.00 ns, 3.5952 ns/op
OverheadActual  11: 524288 op, 1884700.00 ns, 3.5948 ns/op
OverheadActual  12: 524288 op, 1884900.00 ns, 3.5952 ns/op
OverheadActual  13: 524288 op, 1964000.00 ns, 3.7460 ns/op
OverheadActual  14: 524288 op, 1954100.00 ns, 3.7271 ns/op
OverheadActual  15: 524288 op, 1955800.00 ns, 3.7304 ns/op

WorkloadWarmup   1: 524288 op, 603822100.00 ns, 1.1517 us/op
WorkloadWarmup   2: 524288 op, 590288800.00 ns, 1.1259 us/op
WorkloadWarmup   3: 524288 op, 580164600.00 ns, 1.1066 us/op
WorkloadWarmup   4: 524288 op, 601416800.00 ns, 1.1471 us/op
WorkloadWarmup   5: 524288 op, 586573200.00 ns, 1.1188 us/op
WorkloadWarmup   6: 524288 op, 584251400.00 ns, 1.1144 us/op
WorkloadWarmup   7: 524288 op, 578829300.00 ns, 1.1040 us/op
WorkloadWarmup   8: 524288 op, 609131500.00 ns, 1.1618 us/op
WorkloadWarmup   9: 524288 op, 587551700.00 ns, 1.1207 us/op
WorkloadWarmup  10: 524288 op, 596241700.00 ns, 1.1372 us/op

WorkloadActual   1: 524288 op, 595726700.00 ns, 1.1363 us/op
WorkloadActual   2: 524288 op, 556352600.00 ns, 1.0612 us/op
WorkloadActual   3: 524288 op, 669851200.00 ns, 1.2776 us/op
WorkloadActual   4: 524288 op, 641079100.00 ns, 1.2228 us/op
WorkloadActual   5: 524288 op, 644093000.00 ns, 1.2285 us/op
WorkloadActual   6: 524288 op, 554301900.00 ns, 1.0572 us/op
WorkloadActual   7: 524288 op, 662041600.00 ns, 1.2627 us/op
WorkloadActual   8: 524288 op, 616442400.00 ns, 1.1758 us/op
WorkloadActual   9: 524288 op, 648209900.00 ns, 1.2364 us/op
WorkloadActual  10: 524288 op, 559448000.00 ns, 1.0671 us/op
WorkloadActual  11: 524288 op, 620711700.00 ns, 1.1839 us/op
WorkloadActual  12: 524288 op, 578603700.00 ns, 1.1036 us/op
WorkloadActual  13: 524288 op, 585042900.00 ns, 1.1159 us/op
WorkloadActual  14: 524288 op, 596324200.00 ns, 1.1374 us/op
WorkloadActual  15: 524288 op, 645679300.00 ns, 1.2315 us/op

WorkloadResult   1: 524288 op, 593827300.00 ns, 1.1326 us/op
WorkloadResult   2: 524288 op, 554453200.00 ns, 1.0575 us/op
WorkloadResult   3: 524288 op, 667951800.00 ns, 1.2740 us/op
WorkloadResult   4: 524288 op, 639179700.00 ns, 1.2191 us/op
WorkloadResult   5: 524288 op, 642193600.00 ns, 1.2249 us/op
WorkloadResult   6: 524288 op, 552402500.00 ns, 1.0536 us/op
WorkloadResult   7: 524288 op, 660142200.00 ns, 1.2591 us/op
WorkloadResult   8: 524288 op, 614543000.00 ns, 1.1721 us/op
WorkloadResult   9: 524288 op, 646310500.00 ns, 1.2327 us/op
WorkloadResult  10: 524288 op, 557548600.00 ns, 1.0634 us/op
WorkloadResult  11: 524288 op, 618812300.00 ns, 1.1803 us/op
WorkloadResult  12: 524288 op, 576704300.00 ns, 1.1000 us/op
WorkloadResult  13: 524288 op, 583143500.00 ns, 1.1123 us/op
WorkloadResult  14: 524288 op, 594424800.00 ns, 1.1338 us/op
WorkloadResult  15: 524288 op, 643779900.00 ns, 1.2279 us/op
// GC:  0 0 0 1024 524288
// Threading:  0 0 524288

// Launch: 2 / 2

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.5 (7.0.523.17405), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 1800.00 ns, 1.8000 us/op
WorkloadJitting  1: 1 op, 11600.00 ns, 11.6000 us/op

OverheadJitting  2: 16 op, 700.00 ns, 43.7500 ns/op
WorkloadJitting  2: 16 op, 29300.00 ns, 1.8313 us/op

WorkloadPilot    1: 16 op, 28800.00 ns, 1.8000 us/op
WorkloadPilot    2: 32 op, 45800.00 ns, 1.4312 us/op
WorkloadPilot    3: 64 op, 87200.00 ns, 1.3625 us/op
WorkloadPilot    4: 128 op, 167900.00 ns, 1.3117 us/op
WorkloadPilot    5: 256 op, 343800.00 ns, 1.3430 us/op
WorkloadPilot    6: 512 op, 662800.00 ns, 1.2945 us/op
WorkloadPilot    7: 1024 op, 1311700.00 ns, 1.2810 us/op
WorkloadPilot    8: 2048 op, 2668400.00 ns, 1.3029 us/op
WorkloadPilot    9: 4096 op, 5399900.00 ns, 1.3183 us/op
WorkloadPilot   10: 8192 op, 10621300.00 ns, 1.2965 us/op
WorkloadPilot   11: 16384 op, 20342600.00 ns, 1.2416 us/op
WorkloadPilot   12: 32768 op, 40379900.00 ns, 1.2323 us/op
WorkloadPilot   13: 65536 op, 82692900.00 ns, 1.2618 us/op
WorkloadPilot   14: 131072 op, 157735600.00 ns, 1.2034 us/op
WorkloadPilot   15: 262144 op, 315165200.00 ns, 1.2023 us/op
WorkloadPilot   16: 524288 op, 580257900.00 ns, 1.1068 us/op

OverheadWarmup   1: 524288 op, 1824900.00 ns, 3.4807 ns/op
OverheadWarmup   2: 524288 op, 1868000.00 ns, 3.5629 ns/op
OverheadWarmup   3: 524288 op, 1826700.00 ns, 3.4842 ns/op
OverheadWarmup   4: 524288 op, 1830600.00 ns, 3.4916 ns/op
OverheadWarmup   5: 524288 op, 1815700.00 ns, 3.4632 ns/op

OverheadActual   1: 524288 op, 1824700.00 ns, 3.4803 ns/op
OverheadActual   2: 524288 op, 1824100.00 ns, 3.4792 ns/op
OverheadActual   3: 524288 op, 1824600.00 ns, 3.4801 ns/op
OverheadActual   4: 524288 op, 1829900.00 ns, 3.4903 ns/op
OverheadActual   5: 524288 op, 1713600.00 ns, 3.2684 ns/op
OverheadActual   6: 524288 op, 1716400.00 ns, 3.2738 ns/op
OverheadActual   7: 524288 op, 1729600.00 ns, 3.2990 ns/op
OverheadActual   8: 524288 op, 1724400.00 ns, 3.2890 ns/op
OverheadActual   9: 524288 op, 1713600.00 ns, 3.2684 ns/op
OverheadActual  10: 524288 op, 1713600.00 ns, 3.2684 ns/op
OverheadActual  11: 524288 op, 1713800.00 ns, 3.2688 ns/op
OverheadActual  12: 524288 op, 1767100.00 ns, 3.3705 ns/op
OverheadActual  13: 524288 op, 1767200.00 ns, 3.3707 ns/op
OverheadActual  14: 524288 op, 1767200.00 ns, 3.3707 ns/op
OverheadActual  15: 524288 op, 1768000.00 ns, 3.3722 ns/op

WorkloadWarmup   1: 524288 op, 565702000.00 ns, 1.0790 us/op
WorkloadWarmup   2: 524288 op, 609493900.00 ns, 1.1625 us/op
WorkloadWarmup   3: 524288 op, 650054200.00 ns, 1.2399 us/op
WorkloadWarmup   4: 524288 op, 589427100.00 ns, 1.1242 us/op
WorkloadWarmup   5: 524288 op, 619056700.00 ns, 1.1808 us/op
WorkloadWarmup   6: 524288 op, 583980000.00 ns, 1.1139 us/op
WorkloadWarmup   7: 524288 op, 566588500.00 ns, 1.0807 us/op
WorkloadWarmup   8: 524288 op, 616372800.00 ns, 1.1756 us/op
WorkloadWarmup   9: 524288 op, 642504500.00 ns, 1.2255 us/op
WorkloadWarmup  10: 524288 op, 645817700.00 ns, 1.2318 us/op

WorkloadActual   1: 524288 op, 611554000.00 ns, 1.1664 us/op
WorkloadActual   2: 524288 op, 575072700.00 ns, 1.0969 us/op
WorkloadActual   3: 524288 op, 577831700.00 ns, 1.1021 us/op
WorkloadActual   4: 524288 op, 578786400.00 ns, 1.1039 us/op
WorkloadActual   5: 524288 op, 631852500.00 ns, 1.2052 us/op
WorkloadActual   6: 524288 op, 552617600.00 ns, 1.0540 us/op
WorkloadActual   7: 524288 op, 611252300.00 ns, 1.1659 us/op
