// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.01 sec)   *****
// Found 2 benchmarks:
//   MyBenchmark.UseEntity: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
//   MyBenchmark.UseEntityBufferedMessageForeach: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: MyBenchmark.UseEntity: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
// *** Execute ***
// Launch: 1 / 2

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.8
// Runtime=.NET 7.0.11 (7.0.1123.42427), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

WorkloadResult  12: 67108864 op, 331862600.00 ns, 4.9451 ns/op
WorkloadResult  13: 67108864 op, 367328200.00 ns, 5.4736 ns/op
WorkloadResult  14: 67108864 op, 367308400.00 ns, 5.4733 ns/op
WorkloadResult  15: 67108864 op, 366870600.00 ns, 5.4668 ns/op
// GC:  0 0 0 1024 67108864
// Threading:  0 0 67108864

// Launch: 2 / 2

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.8
// Runtime=.NET 7.0.11 (7.0.1123.42427), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)

OverheadJitting  1: 1 op, 400.00 ns, 400.0000 ns/op
WorkloadJitting  1: 1 op, 500.00 ns, 500.0000 ns/op

OverheadJitting  2: 16 op, 500.00 ns, 31.2500 ns/op
WorkloadJitting  2: 16 op, 700.00 ns, 43.7500 ns/op

WorkloadPilot    1: 16 op, 700.00 ns, 43.7500 ns/op
WorkloadPilot    2: 32 op, 900.00 ns, 28.1250 ns/op
WorkloadPilot    3: 64 op, 1200.00 ns, 18.7500 ns/op
WorkloadPilot    4: 128 op, 1700.00 ns, 13.2812 ns/op
WorkloadPilot    5: 256 op, 2700.00 ns, 10.5469 ns/op
WorkloadPilot    6: 512 op, 4900.00 ns, 9.5703 ns/op
WorkloadPilot    7: 1024 op, 9100.00 ns, 8.8867 ns/op
WorkloadPilot    8: 2048 op, 17600.00 ns, 8.5938 ns/op
WorkloadPilot    9: 4096 op, 36100.00 ns, 8.8135 ns/op
WorkloadPilot   10: 8192 op, 68500.00 ns, 8.3618 ns/op
WorkloadPilot   11: 16384 op, 134900.00 ns, 8.2336 ns/op
WorkloadPilot   12: 32768 op, 278100.00 ns, 8.4869 ns/op
WorkloadPilot   13: 65536 op, 562400.00 ns, 8.5815 ns/op
WorkloadPilot   14: 131072 op, 1084100.00 ns, 8.2710 ns/op
WorkloadPilot   15: 262144 op, 2427000.00 ns, 9.2583 ns/op
WorkloadPilot   16: 524288 op, 5253000.00 ns, 10.0193 ns/op
WorkloadPilot   17: 1048576 op, 10344900.00 ns, 9.8657 ns/op
WorkloadPilot   18: 2097152 op, 20057800.00 ns, 9.5643 ns/op
WorkloadPilot   19: 4194304 op, 40461300.00 ns, 9.6467 ns/op
WorkloadPilot   20: 8388608 op, 75739500.00 ns, 9.0289 ns/op
WorkloadPilot   21: 16777216 op, 145345200.00 ns, 8.6632 ns/op
WorkloadPilot   22: 33554432 op, 294734000.00 ns, 8.7838 ns/op
WorkloadPilot   23: 67108864 op, 603602500.00 ns, 8.9944 ns/op

OverheadWarmup   1: 67108864 op, 199504100.00 ns, 2.9728 ns/op
OverheadWarmup   2: 67108864 op, 206169700.00 ns, 3.0722 ns/op
OverheadWarmup   3: 67108864 op, 192468400.00 ns, 2.8680 ns/op
OverheadWarmup   4: 67108864 op, 193434500.00 ns, 2.8824 ns/op
OverheadWarmup   5: 67108864 op, 208782500.00 ns, 3.1111 ns/op
OverheadWarmup   6: 67108864 op, 192443000.00 ns, 2.8676 ns/op

OverheadActual   1: 67108864 op, 187404500.00 ns, 2.7925 ns/op
OverheadActual   2: 67108864 op, 191877000.00 ns, 2.8592 ns/op
OverheadActual   3: 67108864 op, 199783300.00 ns, 2.9770 ns/op
OverheadActual   4: 67108864 op, 214217000.00 ns, 3.1921 ns/op
OverheadActual   5: 67108864 op, 216044900.00 ns, 3.2193 ns/op
OverheadActual   6: 67108864 op, 223139200.00 ns, 3.3250 ns/op
OverheadActual   7: 67108864 op, 236695700.00 ns, 3.5270 ns/op
OverheadActual   8: 67108864 op, 220769900.00 ns, 3.2897 ns/op
OverheadActual   9: 67108864 op, 203233500.00 ns, 3.0284 ns/op
OverheadActual  10: 67108864 op, 209305000.00 ns, 3.1189 ns/op
OverheadActual  11: 67108864 op, 196525900.00 ns, 2.9285 ns/op
OverheadActual  12: 67108864 op, 199740100.00 ns, 2.9764 ns/op
OverheadActual  13: 67108864 op, 216426200.00 ns, 3.2250 ns/op
OverheadActual  14: 67108864 op, 205526900.00 ns, 3.0626 ns/op
OverheadActual  15: 67108864 op, 193683700.00 ns, 2.8861 ns/op
OverheadActual  16: 67108864 op, 197049800.00 ns, 2.9363 ns/op
OverheadActual  17: 67108864 op, 202547200.00 ns, 3.0182 ns/op
OverheadActual  18: 67108864 op, 205523600.00 ns, 3.0625 ns/op
OverheadActual  19: 67108864 op, 209587000.00 ns, 3.1231 ns/op
OverheadActual  20: 67108864 op, 202422400.00 ns, 3.0163 ns/op

WorkloadWarmup   1: 67108864 op, 568613100.00 ns, 8.4730 ns/op
WorkloadWarmup   2: 67108864 op, 626225400.00 ns, 9.3315 ns/op
WorkloadWarmup   3: 67108864 op, 555469600.00 ns, 8.2771 ns/op
WorkloadWarmup   4: 67108864 op, 632172400.00 ns, 9.4201 ns/op
WorkloadWarmup   5: 67108864 op, 582144900.00 ns, 8.6746 ns/op
WorkloadWarmup   6: 67108864 op, 632713300.00 ns, 9.4282 ns/op
WorkloadWarmup   7: 67108864 op, 556101100.00 ns, 8.2866 ns/op
WorkloadWarmup   8: 67108864 op, 576100100.00 ns, 8.5846 ns/op
WorkloadWarmup   9: 67108864 op, 586830500.00 ns, 8.7445 ns/op
WorkloadWarmup  10: 67108864 op, 542928800.00 ns, 8.0903 ns/op

WorkloadActual   1: 67108864 op, 614572900.00 ns, 9.1578 ns/op
WorkloadActual   2: 67108864 op, 568376200.00 ns, 8.4695 ns/op
WorkloadActual   3: 67108864 op, 609291100.00 ns, 9.0791 ns/op
WorkloadActual   4: 67108864 op, 583017300.00 ns, 8.6876 ns/op
WorkloadActual   5: 67108864 op, 558818500.00 ns, 8.3270 ns/op
WorkloadActual   6: 67108864 op, 598021100.00 ns, 8.9112 ns/op
WorkloadActual   7: 67108864 op, 583268700.00 ns, 8.6914 ns/op
WorkloadActual   8: 67108864 op, 552188700.00 ns, 8.2283 ns/op
WorkloadActual   9: 67108864 op, 554983900.00 ns, 8.2699 ns/op
WorkloadActual  10: 67108864 op, 536555200.00 ns, 7.9953 ns/op
WorkloadActual  11: 67108864 op, 607766900.00 ns, 9.0564 ns/op
WorkloadActual  12: 67108864 op, 583623700.00 ns, 8.6967 ns/op
WorkloadActual  13: 67108864 op, 577374300.00 ns, 8.6035 ns/op
WorkloadActual  14: 67108864 op, 599125500.00 ns, 8.9277 ns/op
WorkloadActual  15: 67108864 op, 565542500.00 ns, 8.4272 ns/op

WorkloadResult   1: 67108864 op, 410194350.00 ns, 6.1124 ns/op
WorkloadResult   2: 67108864 op, 363997650.00 ns, 5.4240 ns/op
WorkloadResult   3: 67108864 op, 404912550.00 ns, 6.0337 ns/op
WorkloadResult   4: 67108864 op, 378638750.00 ns, 5.6422 ns/op
WorkloadResult   5: 67108864 op, 354439950.00 ns, 5.2816 ns/op
WorkloadResult   6: 67108864 op, 393642550.00 ns, 5.8657 ns/op
WorkloadResult   7: 67108864 op, 378890150.00 ns, 5.6459 ns/op
WorkloadResult   8: 67108864 op, 347810150.00 ns, 5.1828 ns/op
WorkloadResult   9: 67108864 op, 350605350.00 ns, 5.2244 ns/op
WorkloadResult  10: 67108864 op, 332176650.00 ns, 4.9498 ns/op
WorkloadResult  11: 67108864 op, 403388350.00 ns, 6.0110 ns/op
WorkloadResult  12: 67108864 op, 379245150.00 ns, 5.6512 ns/op
WorkloadResult  13: 67108864 op, 372995750.00 ns, 5.5581 ns/op
WorkloadResult  14: 67108864 op, 394746950.00 ns, 5.8822 ns/op
WorkloadResult  15: 67108864 op, 361163950.00 ns, 5.3818 ns/op
// GC:  0 0 0 1024 67108864
// Threading:  0 0 67108864


Mean = 5.508 ns, StdErr = 0.079 ns (1.44%), N = 30, StdDev = 0.434 ns
Min = 4.696 ns, Q1 = 5.203 ns, Median = 5.498 ns, Q3 = 5.764 ns, Max = 6.361 ns
IQR = 0.561 ns, LowerFence = 4.361 ns, UpperFence = 6.606 ns
ConfidenceInterval = [5.218 ns; 5.797 ns] (CI 99.9%), Margin = 0.290 ns (5.26% of Mean)
Skewness = 0.1, Kurtosis = 2.27, MValue = 2.83

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2023-09-20 15:34 (0h 0m from now) **
Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\App.MyBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\App.MyBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\App.MyBenchmark-report.html

// * Detailed results *
MyBenchmark.UseEntity: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
Runtime = ; GC = 
Mean = 6.278 μs, StdErr = 0.056 μs (0.89%), N = 28, StdDev = 0.296 μs
Min = 5.619 μs, Q1 = 6.118 μs, Median = 6.321 μs, Q3 = 6.496 μs, Max = 6.782 μs
IQR = 0.378 μs, LowerFence = 5.550 μs, UpperFence = 7.064 μs
ConfidenceInterval = [6.072 μs; 6.484 μs] (CI 99.9%), Margin = 0.206 μs (3.29% of Mean)
Skewness = -0.53, Kurtosis = 2.4, MValue = 2
-------------------- Histogram --------------------
[5.491 μs ; 5.709 μs) | @
[5.709 μs ; 5.965 μs) | @@@@
[5.965 μs ; 6.276 μs) | @@@@@@
[6.276 μs ; 6.532 μs) | @@@@@@@@@@@@
[6.532 μs ; 6.800 μs) | @@@@@
---------------------------------------------------

MyBenchmark.UseEntityBufferedMessageForeach: MediumRun(Toolchain=InProcessNoEmitToolchain, IterationCount=15, LaunchCount=2, WarmupCount=10)
Runtime = ; GC = 
Mean = 5.508 ns, StdErr = 0.079 ns (1.44%), N = 30, StdDev = 0.434 ns
Min = 4.696 ns, Q1 = 5.203 ns, Median = 5.498 ns, Q3 = 5.764 ns, Max = 6.361 ns
IQR = 0.561 ns, LowerFence = 4.361 ns, UpperFence = 6.606 ns
ConfidenceInterval = [5.218 ns; 5.797 ns] (CI 99.9%), Margin = 0.290 ns (5.26% of Mean)
Skewness = 0.1, Kurtosis = 2.27, MValue = 2.83
-------------------- Histogram --------------------
[4.513 ns ; 4.881 ns) | @@
[4.881 ns ; 5.248 ns) | @@@@@@@
[5.248 ns ; 5.415 ns) | @@
[5.415 ns ; 5.781 ns) | @@@@@@@@@@@@
[5.781 ns ; 6.172 ns) | @@@@@
[6.172 ns ; 6.544 ns) | @@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.13.8, Windows 11 (10.0.22621.2283/22H2/2022Update/SunValley2)
12th Gen Intel Core i7-1260P, 1 CPU, 16 logical and 12 physical cores
.NET SDK 8.0.100-rc.1.23463.5
  [Host] : .NET 7.0.11 (7.0.1123.42427), X64 RyuJIT AVX2

Job=MediumRun  Toolchain=InProcessNoEmitToolchain  IterationCount=15  
LaunchCount=2  WarmupCount=10  

| Method                          | Mean         | Error       | StdDev      | Gen0   | Allocated |
|-------------------------------- |-------------:|------------:|------------:|-------:|----------:|
| UseEntity                       | 6,277.788 ns | 206.2257 ns | 295.7627 ns | 0.2365 |    2240 B |
| UseEntityBufferedMessageForeach |     5.508 ns |   0.2896 ns |   0.4335 ns |      - |         - |

// * Warnings *
MultimodalDistribution
  MyBenchmark.UseEntityBufferedMessageForeach: MediumRun -> It seems that the distribution can have several modes (mValue = 2.83)

// * Hints *
Outliers
  MyBenchmark.UseEntity: MediumRun -> Something went wrong with outliers: Size(WorkloadActual) = 30, Size(WorkloadActual/Outliers) = 1, Size(Result) = 28), OutlierMode = RemoveUpper

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen0      : GC Generation 0 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:01:34 (94.6 sec), executed benchmarks: 2

Global total time: 00:01:35 (95.2 sec), executed benchmarks: 2
// * Artifacts cleanup *
Artifacts cleanup is finished
